Level Name,Arrow Count
Level1.json,3
Level2.json,3
Level3.json,7
Level4.json,9
Level5.json,9
Level6.json,23
Level7.json,32
Level8.json,44
Level9.json,52
Level10.json,47
Level11.json,57
Level12.json,64
Level13.json,49
Level14.json,47
Level15.json,59
Level16.json,44
Level17.json,57
Level18.json,61
Level19.json,43
Level20.json,69
Level21.json,40
Level22.json,48
Level23.json,57
Level24.json,58
Level25.json,45
Level26.json,63
Level27.json,63
Level28.json,84
Level29.json,60
Level30.json,55
Level31.json,60
Level32.json,59
Level33.json,84
Level34.json,58
Level35.json,60
Level36.json,69
Level37.json,43
Level38.json,73
Level39.json,43
Level40.json,89
Level41.json,48
Level42.json,50
Level43.json,109
Level44.json,49
Level45.json,82
Level46.json,97
Level47.json,54
Level48.json,108
Level49.json,44
Level50.json,64
Level51.json,108
Level52.json,77
Level53.json,107
Level54.json,45
Level55.json,73
Level56.json,88
Level57.json,92
Level58.json,119
Level59.json,63
Level60.json,53
Level61.json,51
Level62.json,80
Level63.json,75
Level64.json,67
Level65.json,111
Level66.json,63
Level67.json,66
Level68.json,148
Level69.json,69
Level70.json,75
Level71.json,79
Level72.json,82
Level73.json,92
Level74.json,74
Level75.json,85
Level76.json,86
Level77.json,74
Level78.json,178
Level79.json,66
Level80.json,60
Level81.json,35
Level82.json,89
Level83.json,115
Level84.json,63
Level85.json,124
Level86.json,151
Level87.json,66
Level88.json,155
Level89.json,107
Level90.json,110
Level91.json,89
Level92.json,97
Level93.json,120
Level94.json,88
Level95.json,138
Level96.json,105
Level97.json,120
Level98.json,176
Level99.json,68
Level100.json,70
Level101.json,64
Level102.json,118
Level103.json,171
Level104.json,65
Level105.json,60
Level106.json,116
Level107.json,83
Level108.json,188
Level109.json,78
Level110.json,58
Level111.json,80
Level112.json,72
Level113.json,157
Level114.json,68
Level115.json,85
Level116.json,141
Level117.json,95
Level118.json,119
Level119.json,84
Level120.json,108
Level121.json,120
Level122.json,208
Level123.json,161
Level124.json,61
Level125.json,111
Level126.json,141
Level127.json,83
Level128.json,61
Level129.json,82
Level130.json,111
Level131.json,75
Level132.json,186
Level133.json,186
Level134.json,87
